No,DateTime,Comment,Charging,Discharging,PackVolt,Current,Protect,Cell01,Cell02,Cell03,Cell04,Cell05,Cell06,Cell07,Cell08,Cell09,Cell10,Cell11,Cell12,Cell13,Cell14,Temp01,Temp02,Temp03,Temp04,FAN0,FAN1,BAL0,BAL1
0,2025.02.28 14:29:38,wait,ON,ON,53.938,0.206,0,3.849,3.849,3.849,3.849,3.849,3.849,3.849,3.849,3.849,3.849,3.849,3.849,3.849,3.849,24,24,24,24,OFF,OFF,0,0
1,2025.02.28 14:29:39,wait,ON,ON,53.936,0.206,0,3.849,3.849,3.849,3.849,3.849,3.849,3.849,3.849,3.849,3.849,3.849,3.849,3.849,3.849,24,24,24,24,OFF,OFF,0,0
2,2025.02.28 14:29:40,wait,ON,ON,53.935,0.206,0,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,24,24,24,24,OFF,OFF,0,0
3,2025.02.28 14:29:41,wait,ON,ON,53.933,0.206,0,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,24,24,24,24,OFF,OFF,0,0
4,2025.02.28 14:29:42,wait,ON,ON,53.935,0.206,0,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,24,24,24,24,OFF,OFF,0,0
5,2025.02.28 14:29:43,wait,ON,ON,53.934,0.206,0,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,24,24,24,24,OFF,OFF,0,0
6,2025.02.28 14:29:44,wait,ON,ON,53.935,0.206,0,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,24,24,24,24,OFF,OFF,0,0
7,2025.02.28 14:29:45,wait,ON,ON,53.935,0.206,0,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,24,24,24,24,OFF,OFF,0,0
8,2025.02.28 14:29:46,wait,ON,ON,53.936,0.206,0,3.849,3.849,3.849,3.849,3.849,3.849,3.849,3.849,3.849,3.849,3.849,3.849,3.849,3.849,24,24,24,24,OFF,OFF,0,0
9,2025.02.28 14:29:47,wait,ON,ON,53.934,0.206,0,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,24,24,24,24,OFF,OFF,0,0
10,2025.02.28 14:29:48,wait,ON,ON,53.934,0.206,0,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,24,24,24,24,OFF,OFF,0,0
11,2025.02.28 14:29:49,wait,ON,ON,53.937,0.206,0,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,24,24,24,24,OFF,OFF,0,0
12,2025.02.28 14:29:50,wait,ON,ON,53.937,0.206,0,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,24,24,24,24,OFF,OFF,0,0
13,2025.02.28 14:29:51,wait,ON,ON,53.935,0.206,0,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,24,24,24,24,OFF,OFF,0,0
14,2025.02.28 14:29:52,wait,ON,ON,53.934,0.206,0,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,24,24,24,24,OFF,OFF,0,0
15,2025.02.28 14:29:53,wait,ON,ON,53.934,0.206,0,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,24,24,24,24,OFF,OFF,0,0
16,2025.02.28 14:29:54,wait,ON,ON,53.935,0.206,0,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,24,24,24,24,OFF,OFF,0,0
17,2025.02.28 14:29:55,wait,ON,ON,53.934,0.206,0,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,24,24,24,24,OFF,OFF,0,0
18,2025.02.28 14:29:56,wait,ON,ON,53.935,0.206,0,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,24,24,24,24,OFF,OFF,0,0
19,2025.02.28 14:29:57,wait,ON,ON,53.935,0.206,0,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,24,24,24,24,OFF,OFF,0,0
20,2025.02.28 14:29:58,wait,ON,ON,53.935,0.206,0,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,24,24,24,24,OFF,OFF,0,0
21,2025.02.28 14:29:59,wait,ON,ON,53.933,0.206,0,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,3.848,24,24,24,24,OFF,OFF,0,0
